7	64518	19375847.9555
7	64533	19378927.9166
7	64534	19379135.6251
7	64535	19379341.6216
7	64536	19379549.0651
7	64537	19379756.4722
7	64538	19379962.9147
7	64539	19380170.5862
7	64540	19380377.0456
7	64541	19380584.7064
7	64542	19380792.4926
7	64543	19380999.3815
7	64544	19381209.4386
7	64545	19381416.2556
7	64546	19381624.5653
7	64547	19381832.7344
7	64548	19382041.2953
7	64549	19382248.5048
7	64550	19382455.9663
7	64551	19382664.3777
7	64552	19382872.7821
7	64553	19383083.127
7	64554	19383291.7407
7	64555	19383500.4391
7	64556	19383709.4549
7	64557	19383921.1324
7	64558	19384127.7267
7	64559	19384335.7953
7	64560	19384548.1758
7	64561	19384757.2926
7	64562	19384968.299
7	64563	19385176.9099
7	64564	19385389.6937
7	64565	19385597.9644
7	64566	19385808.0923
7	64567	19386018.9994
7	64568	19386228.5915
7	64569	19386437.6168
7	64570	19386650.1976
7	64571	19386863.3061
7	64572	19387074.3818
7	64573	19387282.1541
7	64574	19387495.3814
7	64575	19387707.7811
7	64576	19387918.3228
7	64577	19388130.925
7	64578	19388341.0064
7	64579	19388552.6749
7	64580	19388767.4769
7	64581	19388978.1734
7	64582	19389190.6091
7	64583	19389403.223
7	64584	19389615.0831
7	64585	19389829.7753
7	64586	19390039.3129
7	64587	19390254.2068
7	64588	19390466.7588
7	64589	19390680.8734
7	64590	19390894.3882
7	64591	19391107.232
7	64592	19391320.9763
7	64593	19391534.1867
7	64594	19391747.6085
7	64595	19391962.5976
7	64596	19392175.836
7	64597	19392389.482
7	64598	19392604.176
7	64599	19392821.2042
7	64600	19393035.5761
7	64601	19393247.0347
7	64602	19393463.1682
7	64603	19393682.2478
7	64604	19393894.9337
7	64605	19394110.6887
7	64606	19394325.5063
7	64607	19394540.1668
7	64608	19394758.2838
7	64609	19394969.8347
7	64610	19395186.8618
7	64611	19395402.8137
7	64612	19395618.6261
7	64613	19395835.2471
7	64614	19396051.8986
7	64615	19396266.4255
7	64616	19396484.3928
7	64617	19396699.6805
7	64618	19396917.1489
7	64619	19397134.3359
7	64620	19397354.6256
7	64621	19397570.7815
7	64622	19397786.3954
7	64623	19398005.1472
7	64624	19398221.9846
7	64625	19398438.7392
7	64626	19398656.2227
7	64627	19398874.9775
7	64628	19399094.3913
7	64629	19399312.1046
7	64630	19399529.4248
7	64631	19399748.6411
7	64632	19399965.406
7	64633	19400186.0533
7	64634	19400403.8223
7	64635	19400622.7102
7	64636	19400840.9206
7	64637	19401061.0439
7	64638	19401278.755
7	64639	19401498.8127
7	64640	19401719.5953
7	64641	19401939.6569
7	64642	19402157.6403
7	64643	19402376.5776
7	64644	19402597.3805
7	64645	19402817.8415
7	64646	19403039.1168
7	64647	19403259.115
7	64648	19403478.6173
7	64649	19403700.3147
7	64650	19403922.4689
7	64651	19404142.2338
7	64652	19404363.5136
7	64653	19404582.1055
7	64654	19404804.7679
7	64655	19405026.3971
7	64656	19405247.814
7	64657	19405472.3271
7	64658	19405692.3659
7	64659	19405916.4402
7	64660	19406138.5803
7	64661	19406356.5384
7	64662	19406579.6499
7	64663	19406800.9171
7	64664	19407025.2416
7	64665	19407247.7969
7	64666	19407470.0586
7	64667	19407695.2386
7	64668	19407918.4748
7	64669	19408140.8763
7	64670	19408362.542
7	64671	19408587.1767
7	64672	19408808.8424
7	64673	19409032.2063
7	64674	19409257.5867
7	64675	19409480.7871
7	64676	19409705.4145
7	64677	19409930.553
7	64678	19410152.2094
7	64679	19410376.8174
