7269	2925252569425836
7284	2941923125947367
7285	2943034496075332
7286	2944145866163388
7287	2945257236213149
7288	2946368606226319
7289	2947479976200126
7290	2948591346134871
7291	2949702716029975
7292	2950814085888701
7293	2951925455709271
7294	2953036825491788
7295	2954148195234014
7296	2955259564938867
7297	2956370934604539
7298	2957482304230466
7299	2958593673823255
7300	2959705043375050
7301	2960816412888800
7302	2961927782361898
7303	2963039151795477
7304	2964150521192959
7305	2965261890552689
7306	2966373259873532
7307	2967484629155817
7308	2968595998399079
7309	2969707367604659
7310	2970818736770645
7311	2971930105896802
7312	2973041474984954
7313	2974152844037557
7314	2975264213051570
7315	2976375582026771
7316	2977486950962448
7317	2978598319858974
7318	2979709688717444
7319	2980821057537078
7320	2981932426318805
7321	2983043795065098
7322	2984155163772101
7323	2985266532438244
7324	2986377901065780
7325	2987489269652838
7326	2988600638204676
7327	2989712006716319
7328	2990823375188445
7329	2991934743625711
7330	2993046112025440
7331	2994157480385897
7332	2995268848706350
7333	2996380216988834
7334	2997491585229108
7335	2998602953432792
7336	2999714321599154
7337	3000825689726942
7338	3001937057816444
7339	3003048425868236
7340	3004159793880141
7341	3005271161854968
7342	3006382529790750
7343	3007493897686440
7344	3008605265545189
7345	3009716633364342
7346	3010828001146060
7347	3011939368889500
7348	3013050736595397
7349	3014162104260601
7350	3015273471889186
7351	3016384839481109
7352	3017496207029922
7353	3018607574541378
7354	3019718942013649
7355	3020830309450036
7356	3021941676845455
7357	3023053044204679
7358	3024164411524271
7359	3025275778805513
7360	3026387146045018
7361	3027498513250104
7362	3028609880417788
7363	3029721247545570
7364	3030832614631110
7365	3031943981678268
7366	3033055348688738
7367	3034166715663138
7368	3035278082599466
7369	3036389449494089
7370	3037500816353217
7371	3038612183171922
7372	3039723549949327
7373	3040834916692099
7374	3041946283392264
7375	3043057650057476
7376	3044169016682438
7377	3045280383270956
7378	3046391749822572
7379	3047503116331972
7380	3048614482803495
7381	3049725849235733
7382	3050837215630411
7383	3051948581985162
7384	3053059948303704
7385	3054171314584058
7386	3055282680824657
7387	3056394047027340
7388	3057505413188881
7389	3058616779315327
7390	3059728145402801
7391	3060839511450362
7392	3061950877459654
7393	3063062243430456
7394	3064173609364199
7395	3065284975257401
7396	3066396341110821
7397	3067507706926738
7398	3068619072707840
7399	3069730438449316
7400	3070841804149465
7401	3071953169813512
7402	3073064535438872
7403	3074175901021337
7404	3075287266565541
7405	3076398632072251
7406	3077509997541774
7407	3078621362975074
7408	3079732728372638
7409	3080844093728455
7410	3081955459043937
7411	3083066824316360
7412	3084178189550447
7413	3085289554747582
7414	3086400919909520
7415	3087512285033580
7416	3088623650116971
7417	3089735015164460
7418	3090846380170542
7419	3091957745136818
7420	3093069110065864
7421	3094180474954785
7422	3095291839806628
7423	3096403204620759
7424	3097514569395375
7425	3098625934130896
7426	3099737298829038
7427	3100848663486994
7428	3101960028107747
7429	3103071392691023
7430	3104182757234517
7431	3105294121740557
