8	64518	20417617.5472
8	64533	20410056.8567
8	64534	20409552.2406
8	64535	20409048.7014
8	64536	20408545.9802
8	64537	20408043.509
8	64538	20407542.1666
8	64539	20407037.191
8	64540	20406533.6227
8	64541	20406033.5146
8	64542	20405531.6201
8	64543	20405027.8401
8	64544	20404521.5902
8	64545	20404022.0325
8	64546	20403521.6079
8	64547	20403016.8135
8	64548	20402514.3805
8	64549	20402012.3582
8	64550	20401511.699
8	64551	20401007.9038
8	64552	20400506.6107
8	64553	20400001.5486
8	1073741823	20399503.1157
8	1073741824	20399001.5412
8	1073741825	20398500.8176
8	1073741826	20398000.2281
8	1073741824	20397498.3758
8	1073741825	20396996.9025
8	64560	20396494.6982
8	64561	20395992.5433
8	64562	20395493.6862
8	64563	20394990.714
8	64564	20394488.8234
8	64565	20393984.7504
8	64566	20393483.3697
8	64567	20392987.7323
8	64568	20392485.9624
8	64569	20391984.0888
8	64570	20391485.1218
8	64571	20390986.8959
8	64572	20390484.1209
8	64573	20389985.1797
8	64574	20389481.6116
8	64575	20388987.9052
8	64576	20388487.2634
8	64577	20387984.3701
8	64578	20387488.7233
8	64579	20386985.6634
8	1073741824	20386486.1104
8	1073741825	20385986.0212
8	1073741824	20385487.6966
8	1073741825	20384988.6931
8	1073741826	20384486.3468
8	1073741827	20383992.6832
8	1073741828	20383493.0834
8	1073741829	20382994.8083
8	1073741830	20382493.4681
8	1073741831	20381993.4464
8	64590	20381494.1624
8	64591	20380994.5439
8	64592	20380502.1761
8	64593	20379997.8342
8	64594	20379501.8172
8	64595	20379005.0077
8	64596	20378503.2644
8	64597	20378003.3688
8	64598	20377507.8111
8	64599	20377008.8536
8	64600	20376513.5393
8	64601	20376013.9874
8	64602	20375517.0614
8	64603	20375017.05
8	64604	20374519.0896
8	64605	20374023.7722
8	64606	20373526.1105
8	64607	20373030.3214
8	64608	20372532.6434
8	64609	20372034.8467
8	64610	20371535.894
8	64611	20371039.2847
8	64612	20370544.8521
8	64613	20370045.7182
8	64614	20369548.3927
8	64615	20369051.5665
8	64616	20368557.9751
8	64617	20368060.0976
8	64618	20367564.4715
8	64619	20367064.2637
8	64620	20366569.2173
8	64621	20366074.7749
8	64622	20365580.8147
8	64623	20365083.7847
8	64624	20364585.7289
8	64625	20364091.8525
8	64626	20363593.778
8	64627	20363098.4642
8	64628	20362605.363
8	64629	20362106.463
8	64630	20361614.3206
8	64631	20361118.1132
8	64632	20360622.5748
8	64633	20360126.9153
8	64634	20359633.9137
8	64635	20359137.5076
8	64636	20358643.0627
8	64637	20358147.2401
8	64638	20357652.3032
8	64639	20357157.2126
8	64640	20356665.6628
8	64641	20356169.4431
8	64642	20355675.3412
8	64643	20355179.5528
8	64644	20354683.7083
8	64645	20354189.2675
8	64646	20353694.507
8	64647	20353200.115
8	64648	20352707.0731
8	64649	20352214.7566
8	64650	20351720.9279
8	64651	20351226.7354
8	64652	20350734.2773
8	64653	20350237.7617
8	64654	20349744.3589
8	64655	20349251.5198
8	64656	20348759.6765
8	64657	20348264.2737
8	64658	20347771.5535
8	64659	20347277.7525
8	64660	20346784.268
8	64661	20346292.0382
8	64662	20345799.815
8	64663	20345303.8627
8	64664	20344813.922
8	64665	20344319.7114
8	64666	20343829.1392
8	64667	20343335.5522
8	64668	20342843.6599
8	64669	20342351.305
8	64670	20341859.0905
8	64671	20341368.582
8	64672	20340878.4616
8	64673	20340385.0542
8	64674	20339892.8261
8	64675	20339401.3484
8	64676	20338909.8331
8	64677	20338419.6049
8	64678	20337927.1676
8	64679	20337436.7951
