10	64518	22238088.7242
10	64533	22225957.8101
10	64534	22225150.2399
10	64535	22224343.4267
10	64536	22223532.441
10	64537	22222722.5918
10	64538	22221916.9401
10	64539	22221111.5085
10	64540	22220299.5677
10	64541	22219495.2448
10	64542	22218684.3148
10	64543	22217878.0887
10	64544	22217070.6606
10	64545	22216260.1221
10	64546	22215453.8406
10	64547	22214648.688
10	64548	22213838.9926
10	64549	22213033.9086
10	64550	22212226.6932
10	64551	22211418.3828
10	64552	22210611.0735
10	64553	22209805.0236
10	64554	22208998.1234
10	64555	22208194.1814
10	64556	22207385.6139
10	64557	22206577.2559
10	64558	22205768.1098
10	64559	22204963.0424
10	64560	22204157.1257
10	64561	22203353.2575
10	64562	22202542.0861
10	64563	22201735.6438
10	64564	22200929.8956
10	64565	22200125.2909
10	64566	22199315.8183
10	64567	22198509.872
10	64568	22197706.5755
10	64569	22196901.3597
10	64570	22196093.0243
10	64571	22195287.9711
10	64572	22194481.2925
10	64573	22193675.2804
10	64574	22192869.7795
10	64575	22192064.9484
10	64576	22191257.7888
10	64577	22190451.1755
10	64578	22189646.5632
10	64579	22188841.1518
10	64580	22188036.5997
10	64581	22187229.5216
10	64582	22186425.8712
10	64583	22185621.0324
10	64584	22184815.8176
10	64585	22184011.5134
10	64586	22183205.0534
10	64587	22182401.5675
10	64588	22181597.3942
10	64589	22180792.5897
10	64590	22179985.6898
10	64591	22179180.4753
10	64592	22178380.2958
10	64593	22177574.6163
10	64594	22176769.144
10	64595	22175965.9893
10	64596	22175161.6822
10	64597	22174360.9507
10	64598	22173555.5883
10	64599	22172748.8087
10	64600	22171940.643
10	64601	22171135.956
10	64602	22170332.3869
10	64603	22169527.9843
10	64604	22168728.6292
10	64605	22167919.332
10	64606	22167117.4862
10	64607	22166314.6323
10	64608	22165512.5824
10	64609	22164709.0005
10	64610	22163903.7159
10	64611	22163101.8366
10	64612	22162296.0368
10	64613	22161493.4487
10	64614	22160692.0315
10	64615	22159886.1626
10	64616	22159086.0756
10	64617	22158278.0208
10	64618	22157477.5299
10	64619	22156676.0156
10	64620	22155872.3842
10	64621	22155069.7351
10	64622	22154266.5742
10	64623	22153465.852
10	64624	22152660.8129
10	64625	22151858.1603
10	64626	22151053.6126
10	64627	22150255.6165
10	64628	22149452.3517
10	64629	22148645.6658
10	64630	22147847.1769
10	64631	22147046.0525
10	64632	22146244.8522
10	64633	22145438.7078
10	64634	22144637.3234
10	64635	22143838.1585
10	64636	22143035.1817
10	64637	22142230.0049
10	64638	22141428.3271
10	64639	22140625.5973
10	64640	22139825.4416
10	64641	22139019.5415
10	64642	22138221.7088
10	64643	22137419.7772
10	64644	22136623.6301
10	64645	22135820.4611
10	64646	22135021.0048
10	64647	22134218.1136
10	64648	22133416.1726
10	64649	22132615.1386
10	64650	22131811.4941
10	64651	22131012.0912
10	64652	22130211.3327
10	64653	22129410.7651
10	64654	22128609.95
10	64655	22127810.8921
10	64656	22127011.0817
10	64657	22126208.6064
10	64658	22125407.0682
10	64659	22124604.5565
10	64660	22123804.5207
10	64661	22123003.9443
10	64662	22122203.0239
10	64663	22121406.5628
10	64664	22120602.8148
10	64665	22119806.1242
10	64666	22119006.2088
10	64667	22118207.2061
10	64668	22117404.6144
10	64669	22116605.0608
10	64670	22115806.8075
10	64671	22115003.208
10	64672	22114207.5726
10	64673	22113405.0042
10	64674	22112606.8371
10	64675	22111806.5245
10	64676	22111005.9588
10	64677	22110209.3756
10	64678	22109412.4467
10	64679	22108610.5518
