6	66676	0.166379099533	-0.000109031262083	2843974.54464	2201152.74584	5247988.97152
6	66677	0.166190600333	-0.000109042865475	2843973.7079	2201152.97962	5247985.12192
6	66678	0.16599368494	-0.000109050931822	2843974.05014	2201150.4104	5247982.63378
6	66679	0.165820034598	-0.000109046584502	2843973.4609	2201149.44039	5247985.23107
6	66680	0.165668962674	-0.000109042628776	2843976.43032	2201148.40667	5247984.78636
6	66681	0.165458263133	-0.000109049712722	2843974.93631	2201147.30888	5247983.57068
6	66682	0.165309334614	-0.000109027225765	2843977.00488	2201148.27646	5247991.25956
6	66683	0.165118380195	-0.000109039198401	2843976.47043	2201145.82345	5247986.65428
6	66684	0.164912600702	-0.000109056079815	2843976.0499	2201142.93522	5247980.38942
6	66685	0.16476190991	-0.000109037013589	2843977.20383	2201147.12596	5247986.77939
6	66686	0.164593539989	-0.00010903653357	2843977.22514	2201145.52631	5247987.15543
6	66690	0.270431167016	-0.000133854019233	2819285.90801	2227522.23925	5257667.84594
6	66691	0.173778802979	-0.00010570275243	2844437.87647	2202805.18634	5249226.56636
6	66692	0.173563327689	-0.000105724790084	2844437.28059	2202802.75275	5249217.3329
6	66693	0.173407815317	-0.000105711885284	2844438.64119	2202803.22098	5249223.82155
6	66694	0.17324372557	-0.000105691869358	2844439.50131	2202808.91904	5249231.04369
6	66695	0.173054872743	-0.000105704986451	2844439.37724	2202805.50458	5249224.22694
6	66696	0.172849366509	-0.000105708668068	2844437.84386	2202804.3703	5249223.80988
6	66697	0.172683784259	-0.000105704329752	2844437.95886	2202805.90222	5249225.26221
6	66698	0.172489322669	-0.00010571675732	2844435.19698	2202802.61435	5249221.98269
6	66699	0.172305750047	-0.000105718070212	2844436.41295	2202801.20392	5249222.63127
6	66700	0.172128204508	-0.000105713404827	2844437.3155	2202801.83095	5249224.13187
6	66701	0.171942394554	-0.000105724773344	2844436.21309	2202802.93853	5249220.02688
6	66702	0.171795990862	-0.000105707256926	2844441.2176	2202802.41224	5249225.71206
6	66703	0.171602704697	-0.000105714339603	2844437.65408	2202804.54519	5249222.76106
6	66704	0.171442712364	-0.000105695954316	2844440.58859	2202805.65834	5249227.7008
6	66705	0.171245361527	-0.000105712509194	2844437.38327	2202804.35154	5249221.63534
6	66706	0.171077354906	-0.00010570584371	2844439.54729	2202805.01766	5249226.57572
6	66707	0.170914444824	-0.000105700115647	2844439.99409	2202805.77903	5249229.33845
6	66708	0.170705433736	-0.000105706228917	2844440.51004	2202805.65488	5249226.3872
6	66709	0.170490773051	-0.000105718475463	2844437.56236	2202804.53754	5249222.80893
6	66710	0.170294739351	-0.00010572546934	2844435.75926	2202802.79089	5249218.87421
6	66711	0.170125698711	-0.000105722119777	2844435.33106	2202802.02935	5249221.21746
6	66712	0.16997442199	-0.000105705317922	2844437.2633	2202804.61743	5249227.44895
6	66713	0.16978190436	-0.000105720136082	2844436.65451	2202802.81604	5249220.79357
6	66714	0.169600479295	-0.000105713098213	2844437.57295	2202805.00898	5249223.83165
6	66715	0.169414259454	-0.000105715715636	2844436.42291	2202803.72068	5249221.9754
6	66716	0.169232153607	-0.000105708562769	2844437.18688	2202804.42848	5249225.20638
6	66717	0.169072081411	-0.000105703833584	2844438.70832	2202806.48021	5249225.50782
6	66718	0.168875222589	-0.000105712120455	2844438.14052	2202804.49126	5249222.743
6	66719	0.168689303386	-0.000105713969744	2844438.03543	2202803.71169	5249223.93741
6	66720	0.16850508176	-0.000105715599198	2844436.36401	2202801.25226	5249223.1227
6	66721	0.168306989687	-0.000105718508012	2844436.51164	2202802.30479	5249222.63987
6	66722	0.168131010014	-0.000105720664723	2844436.78359	2202802.0245	5249221.56024
6	66723	0.167980429859	-0.000105694864804	2844438.6167	2202806.20931	5249229.96717
6	66724	0.167788247356	-0.000105702367601	2844437.7388	2202804.66014	5249226.91639
6	66725	0.167608767001	-0.000105701003802	2844438.15339	2202805.60763	5249228.219
6	66726	0.167391053073	-0.000105717854997	2844436.55544	2202804.13787	5249222.20825
6	66727	0.167237695727	-0.000105704156445	2844437.8229	2202805.5112	5249228.48122
6	66728	0.167023741895	-0.00010571720425	2844435.30106	2202803.79703	5249222.55629
6	66729	0.166840377608	-0.000105710259028	2844436.59925	2202806.43916	5249224.18274
6	66730	0.166643623657	-0.000105726527329	2844434.46826	2202803.48684	5249219.28762
6	66731	0.166468166162	-0.000105719269738	2844436.71143	2202803.41081	5249220.59967
6	66732	0.166274384275	-0.000105720143339	2844435.82976	2202803.62117	5249220.79669
6	66733	0.166089584576	-0.000105715826339	2844436.84251	2202803.36701	5249223.90978
6	66734	0.165932199245	-0.000105708129072	2844436.81697	2202806.42803	5249225.39218
6	66735	0.165761425984	-0.000105710199884	2844438.58269	2202805.98722	5249223.95128
6	66736	0.16554876189	-0.0001057223613	2844435.33237	2202804.55938	5249221.11274
6	66737	0.165392841977	-0.000105704623577	2844438.67898	2202805.98165	5249226.72137
6	66738	0.165187068532	-0.000105720630177	2844436.95493	2202803.66765	5249221.10015
6	66739	0.165000901604	-0.000105724410179	2844435.98534	2202804.39181	5249219.64036
6	66740	0.164792610688	-0.000105728770882	2844434.39995	2202804.23963	5249218.79682
6	66741	0.164623731706	-0.0001057228561	2844435.09741	2202803.21758	5249220.20758
6	66742	0.164446707112	-0.000105715528855	2844436.94157	2202803.93517	5249222.87393
6	66743	0.164274760901	-0.000105715786155	2844437.94084	2202802.80902	5249223.3592
6	66744	0.164063873578	-0.000105723959876	2844435.97503	2202802.73525	5249220.21711
6	66745	0.163906964774	-0.000105707701681	2844437.68089	2202804.06651	5249227.35813
6	66746	0.163703650167	-0.000105716616243	2844438.05177	2202803.60854	5249221.73266
6	66747	0.163507871562	-0.000105724583159	2844436.74797	2202802.99159	5249219.29303
6	66748	0.163314295638	-0.000105729133463	2844436.18706	2202802.10433	5249218.00151
6	66749	0.163122328359	-0.000105736194143	2844436.69947	2202801.54982	5249214.41622
