5542	680338381185977
5621	747353760315736
5622	748202055681024
5623	749050351031571
5624	749898646365951
5625	750746941687333
5626	751595236996052
5627	752443532291629
5628	753291827571052
5629	754140122835558
5630	754988418084505
5631	755836713318753
5632	756685008540131
5633	757533303749146
5634	758381598943728
5635	759229894121313
5636	760078189283853
5637	760926484431687
5638	761774779567406
5639	762623074689552
5640	763471369796278
5641	764319664887176
5642	765167959963271
5643	766016255026798
5644	766864550077017
5645	767712845115318
5646	768561140137637
5647	769409435142789
5648	770257730131583
5649	771106025107367
5650	771954320069352
5651	772802615021121
5652	773650909957037
5653	774499204878796
5654	775347499782685
5655	776195794671491
5656	777044089546624
5657	777892384409261
5658	778740679260700
5659	779588974094388
5660	780437268914238
5661	781285563718888
5662	782133858509283
5663	782982153285709
5664	783830448049341
5665	784678742795717
5666	785527037528405
5667	786375332244909
5668	787223626949634
5669	788071921641118
5670	788920216318402
5671	789768510980209
5672	790616805626200
5673	791465100257146
5674	792313394874831
5675	793161689479845
5676	794009984070098
5677	794858278645582
5678	795706573206803
5679	796554867751368
5680	797403162281380
5681	798251456797838
5682	799099751303093
5683	799948045793350
5684	800796340269371
5685	801644634727951
5686	802492929172195
5687	803341223602458
5688	804189518020169
5689	805037812424425
5690	805886106814460
5691	806734401188478
5692	807582695547382
5693	808430989889015
5694	809279284217850
5695	810127578534033
5696	810975872838886
5697	811824167128576
5698	812672461403002
5699	813520755661289
5700	814369049903140
5701	815217344132523
5702	816065638349589
5703	816913932552514
5704	817762226740049
5705	818610520913464
5706	819458815071900
5707	820307109214607
5708	821155403344060
5709	822003697459177
5710	822851991560828
5711	823700285648349
5712	824548579722410
5713	825396873781077
5714	826245167824106
5715	827093461853751
5716	827941755868920
5717	828790049868800
5718	829638343854579
5719	830486637825458
5720	831334931781560
5721	832183225723754
5722	833031519650814
5723	833879813564990
5724	834728107465306
5725	835576401351736
5726	836424695223165
5727	837272989077888
5728	838121282918978
5729	838969576746988
5730	839817870562448
5731	840666164363334
5732	841514458147012
5733	842362751915385
5734	843211045669279
5735	844059339411471
5736	844907633139814
5737	845755926854340
5738	846604220552680
5739	847452514236626
5740	848300807906004
5741	849149101561665
5742	849997395202249
5743	850845688827820
5744	851693982440721
5745	852542276039271
5746	853390569623924
5747	854238863192765
5748	855087156745806
5749	855935450283718
5750	856783743810566
5751	857632037323731
5752	858480330822727
5753	859328624305928
5754	860176917773614
5755	861025211225461
5756	861873504664051
5757	862721798090328
5758	863570091502951
5759	864418384901528
5760	865266678282538
5761	866114971647742
5762	866963264998263
5763	867811558337755
5764	868659851663177
5765	869508144975948
5766	870356438271910
5767	871204731551748
5768	872053024817139
5769	872901318068217
5770	873749611307228
5771	874597904532858
5772	875446197744175
5773	876294490940228
5774	877142784121698
5775	877991077286331
5776	878839370438615
5777	879687663575870
5778	880535956700307
5779	881384249808735
5780	882232542902314
5781	883080835981992
5782	883929129047726
5783	884777422099774
5784	885625715136282
5785	886474008159204
5786	887322301165391
5787	888170594157546
5788	889018887136210
5789	889867180100081
5790	890715473050651
5791	891563765985488
5792	892412058906136
5793	893260351811604
5794	894108644704569
5795	894956937581853
5796	895805230446113
5797	896653523294832
5798	897501816129825
5799	898350108950174
5800	899198401755844
5801	900046694547741
5802	900894987324916
5803	901743280085678
5804	902591572833288
5805	903439865567924
5807	905136450992549
5808	905984743683616
5809	906833036359053
5810	907681329020626
5811	908529621666811
5812	909377914299942
5813	910226206917659
5814	911074499523779
5815	911922792114034
5816	912771084689863
5817	913619377250165
5818	914467669795344
5819	915315962327012
5820	916164254846624
5821	917012547350796
5822	917860839840433
5823	918709132315303
5824	919557424775520
5825	920405717221531
5826	921254009654313
5827	922102302071568
5828	922950594474888
5829	923798886863150
5830	924647179237524
5831	925495471595654
5832	926343763941069
5833	927192056270214
5834	928040348584948
5835	928888640885223
5836	929736933172725
5837	930585225447506
5838	931433517706831
5839	932281809951949
5840	933130102181693
5841	933978394397291
5842	934826686599029
5843	935674978787325
5844	936523270959653
5845	937371563117476
5846	938219855259105
5847	939068147386119
5848	939916439500076
5849	940764731599686
5850	941613023686453
5851	942461315757726
5852	943309607813350
5853	944157899853204
5854	945006191879044
