62649	12395616.5415	2241194.46885	22220944.9328	19849729.4263	19851235.8204
62728	12395616.5415	2241194.46885	22220944.9328	19849729.4263	19837485.7609
62729	12225413.7001	2414733.88431	22296776.4069	19835659.7176	19837313.4592
62730	12223289.7505	2416913.9111	22297702.7274	19835486.3819	19837140.6861
62731	12221165.8916	2419094.20271	22298628.5145	19835313.1088	19836970.8417
62732	12219042.1234	2421274.75907	22299553.7684	19835139.8984	19836800.1192
62733	12216918.4461	2423455.58014	22300478.489	19834966.7507	19836628.8371
62734	12214794.8597	2425636.66586	22301402.6762	19834793.6656	19836457.8891
62735	12212671.3643	2427818.01618	22302326.33	19834620.6431	19836285.7606
62736	12210547.96	2429999.63105	22303249.4504	19834447.6833	19836114.8521
62737	12208424.6468	2432181.5104	22304172.0375	19834274.7862	19835945.0648
62738	12206301.4248	2434363.65419	22305094.0911	19834101.9517	19835773.551
62739	12204178.2941	2436546.06236	22306015.6112	19833929.1799	19835601.5934
62740	12202055.2549	2438728.73487	22306936.5979	19833756.4707	19835430.8305
62741	12199932.3071	2440911.67164	22307857.051	19833583.8242	19835259.465
62742	12197809.4508	2443094.87264	22308776.9706	19833411.2403	19835089.6957
62743	12195686.6861	2445278.3378	22309696.3567	19833238.7191	19834918.6691
62744	12193564.0132	2447462.06708	22310615.2092	19833066.2606	19834747.4726
62745	12191441.432	2449646.06042	22311533.5281	19832893.8648	19834576.4305
62746	12189318.9426	2451830.31776	22312451.3134	19832721.5316	19834404.2066
62747	12187196.5452	2454014.83905	22313368.5651	19832549.2611	19834234.2025
62748	12185074.2398	2456199.62424	22314285.2831	19832377.0532	19834064.0361
62749	12182952.0265	2458384.67327	22315201.4675	19832204.908	19833895.6769
62750	12180829.9053	2460569.98609	22316117.1181	19832032.8255	19833724.8062
62751	12178707.8764	2462755.56264	22317032.235	19831860.8057	19833555.2728
62752	12176585.9398	2464941.40288	22317946.8182	19831688.8485	19833385.6282
62753	12174464.0956	2467127.50674	22318860.8676	19831516.954	19833216.5793
62754	12172342.3439	2469313.87417	22319774.3832	19831345.1222	19833046.4642
62755	12170220.6847	2471500.50513	22320687.365	19831173.3531	19832877.3392
62756	12168099.1181	2473687.39954	22321599.813	19831001.6467	19832706.934
62757	12165977.6443	2475874.55737	22322511.7271	19830830.0029	19832537.9682
62758	12163856.2632	2478061.97855	22323423.1073	19830658.4218	19832367.7475
62759	12161734.975	2480249.66303	22324333.9537	19830486.9034	19832196.794
62760	12159613.7798	2482437.61076	22325244.2661	19830315.4477	19832026.6444
62761	12157492.6775	2484625.82168	22326154.0446	19830144.0547	19831858.1801
62762	12155371.6684	2486814.29574	22327063.2891	19829972.7244	19831687.6876
62763	12153250.7524	2489003.03289	22327971.9996	19829801.4568	19831517.3462
62764	12151129.9297	2491192.03306	22328880.1761	19829630.2518	19831348.6466
62765	12149009.2003	2493381.29621	22329787.8186	19829459.1096	19831178.2255
62766	12146888.5643	2495570.82228	22330694.9271	19829288.03	19831009.7918
62767	12144768.0218	2497760.61122	22331601.5014	19829117.0132	19830839.3475
62768	12142647.5729	2499950.66297	22332507.5417	19828946.059	19830671.5638
62769	12140527.2176	2502140.97748	22333413.0479	19828775.1675	19830501.6597
62770	12138406.956	2504331.55469	22334318.0199	19828604.3388	19830335.0722
62771	12136286.7882	2506522.39456	22335222.4577	19828433.5727	19830163.8337
62772	12134166.7143	2508713.49701	22336126.3614	19828262.8694	19829997.6873
62773	12132046.7343	2510904.86201	22337029.7309	19828092.2287	19829829.6769
62774	12129926.8484	2513096.4895	22337932.5661	19827921.6508	19829658.8197
62775	12127807.0566	2515288.37941	22338834.8671	19827751.1355	19829491.1365
62776	12125687.3589	2517480.5317	22339736.6339	19827580.683	19829323.1676
62777	12123567.7555	2519672.94632	22340637.8663	19827410.2932	19829155.2655
62778	12121448.2465	2521865.6232	22341538.5644	19827239.9661	19828985.8915
62779	12119328.8319	2524058.5623	22342438.7282	19827069.7017	19828817.0382
62780	12117209.5117	2526251.76355	22343338.3577	19826899.5	19828648.1987
62781	12115090.2862	2528445.22691	22344237.4528	19826729.3611	19828480.1906
62782	12112971.1553	2530638.95232	22345136.0134	19826559.2848	19828310.3845
62783	12110852.1191	2532832.93973	22346034.0397	19826389.2713	19828141.3452
62784	12108733.1777	2535027.18907	22346931.5315	19826219.3205	19827973.7439
62785	12106614.3312	2537221.7003	22347828.4888	19826049.4324	19827805.726
62786	12104495.5796	2539416.47336	22348724.9117	19825879.6071	19827639.0616
62787	12102376.9231	2541611.5082	22349620.8	19825709.8444	19827471.6483
62788	12100258.3618	2543806.80476	22350516.1539	19825540.1445	19827305.3854
62789	12098139.8956	2546002.36299	22351410.9731	19825370.5073	19827136.2871
62790	12096021.5246	2548198.18283	22352305.2578	19825200.9329	19826968.8624
62791	12093903.2491	2550394.26423	22353199.008	19825031.4212	19826799.7676
62792	12091785.0689	2552590.60713	22354092.2235	19824861.9722	19826632.3265
62793	12089666.9842	2554787.21148	22354984.9043	19824692.5859	19826465.599
62794	12087548.9952	2556984.07722	22355877.0505	19824523.2624	19826297.0465
62795	12085431.1018	2559181.2043	22356768.6621	19824354.0016	19826130.7211
62796	12083313.3041	2561378.59266	22357659.7389	19824184.8036	19825962.0768
62797	12081195.6022	2563576.24225	22358550.281	19824015.6683	19825794.1783
62798	12079077.9962	2565774.15302	22359440.2884	19823846.5957	19825625.4597
62799	12076960.4862	2567972.32491	22360329.761	19823677.5859	19825459.5201
62800	12074843.0722	2570170.75786	22361218.6988	19823508.6388	19825292.3614
62801	12072725.7544	2572369.45182	22362107.1018	19823339.7545	19825124.666
62802	12070608.5327	2574568.40673	22362994.97	19823170.9329	19824957.9573
